ts,open,high,low,close
1788333180,4376.5,4377.0,4374.60009765625,4375.60009765625
1788333240,4376.10009765625,4376.2001953125,4373.2998046875,4373.2998046875
1788333300,4373.0,4374.0,4372.10009765625,4373.39990234375
1788333360,4373.5,4374.2001953125,4372.2001953125,4373.39990234375
1788333420,4373.2001953125,4374.60009765625,4372.60009765625,4373.89990234375
1788333480,4374.39990234375,4375.0,4373.10009765625,4373.89990234375
1788333540,4374.10009765625,4375.2001953125,4374.10009765625,4374.7001953125
1788333600,4374.5,4374.7001953125,4372.10009765625,4373.0
1788333660,4373.2998046875,4373.39990234375,4371.60009765625,4372.5
1788333720,4372.2998046875,4374.7001953125,4372.0,4374.7001953125
1788333780,4374.5,4374.7998046875,4373.0,4374.39990234375
1788333840,4374.5,4375.7998046875,4373.60009765625,4375.10009765625
1788333900,4375.0,4375.0,4371.39990234375,4372.89990234375
1788333960,4373.10009765625,4373.7998046875,4372.89990234375,4373.5
1788334020,4373.39990234375,4375.5,4372.2998046875,4372.2998046875
1788334080,4372.2998046875,4374.10009765625,4372.10009765625,4372.10009765625
1788334140,4372.5,4374.60009765625,4372.5,4373.7001953125
1788334200,4373.2001953125,4374.10009765625,4371.89990234375,4374.0
1788334260,4374.2001953125,4376.10009765625,4374.10009765625,4376.0
1788334320,4375.7998046875,4376.7001953125,4375.0,4375.7998046875
1788334380,4375.60009765625,4375.7001953125,4374.2001953125,4375.60009765625
1788334440,4375.39990234375,4375.60009765625,4374.10009765625,4374.10009765625
1788334500,4374.2001953125,4375.10009765625,4372.7998046875,4374.2998046875
1788334560,4375.10009765625,4375.10009765625,4374.2001953125,4375.0
1788334620,4375.10009765625,4376.2001953125,4374.7001953125,4376.2001953125
1788334680,4376.2998046875,4377.7998046875,4375.60009765625,4375.7001953125
1788334740,4375.0,4375.39990234375,4373.10009765625,4373.10009765625
1788334800,4373.2001953125,4373.60009765625,4372.0,4373.2998046875
1788334860,4373.10009765625,4373.60009765625,4372.0,4372.39990234375
1788334920,4372.60009765625,4372.7001953125,4370.89990234375,4371.2001953125
1788334980,4371.5,4372.2998046875,4369.60009765625,4370.0
1788335040,4369.5,4370.10009765625,4368.5,4369.10009765625
1788335100,4369.39990234375,4370.7998046875,4368.60009765625,4370.7998046875
1788335160,4370.60009765625,4371.2998046875,4369.7998046875,4369.7998046875
1788335220,4369.7998046875,4371.7001953125,4369.39990234375,4370.7001953125
1788335280,4371.2998046875,4371.2998046875,4370.2998046875,4370.2998046875
1788335340,4369.5,4369.89990234375,4368.39990234375,4368.5
